trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9999}",25,14,-29.792399402835937,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
2,False,"{'a': 0.5, 'e': 0.99870083964011525}",20,0,-58.97685143992505,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.99750311740961206}",30,0,-128.1332413823274,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.99630683158377031}",35,0,-173.698438167931,"{0: 19, 1: 5, 2: 7, 3: 3, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9951119804399382}",20,0,-179.00343224227802,"{0: 7, 1: 4, 2: 6, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.99391856225752995}",20,0,-108.9875106873474,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.99272657531802311}",20,0,-110.6106181413949,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.99153601790495627}",20,0,-113.21038075478528,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.99034688830392648}",25,0,-94.78938572148168,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.98915918480258702}",30,0,-239.66810965037126,"{0: 15, 1: 6, 2: 3, 3: 2, 4: 4}",0
11,False,"{'a': 0.5, 'e': 0.98797290569064455}",20,0,-12.862402318302028,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.98678804925985708}",25,0,-10.736830735767084,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.98560461380403097}",20,0,-120.95804542502407,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.98442259761901907}",20,0,-49.760122684399136,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.98324199900271791}",20,2,-125.44865090746595,"{0: 8, 1: 0, 2: 8, 3: 1, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.9820628162550652}",25,0,-166.85785020218668,"{0: 14, 1: 3, 2: 3, 3: 3, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.98088504767803752}",20,0,-47.466207771445994,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.97970869157564811}",25,0,-117.2407334408675,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.97853374625394385}",20,0,-83.97173888432746,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.97736021002100326}",20,16,6.056955345897915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.97618808118693401}",30,0,-116.15133137020207,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.97501735806387035}",20,0,-152.53003473475184,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
23,False,"{'a': 0.5, 'e': 0.97384803896597072}",30,0,-187.8547589953595,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
24,False,"{'a': 0.5, 'e': 0.97268012220941547}",30,0,-153.71019474270716,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.97151360611240434}",25,0,-149.68278126969398,"{0: 10, 1: 4, 2: 10, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.97034848899515391}",25,0,-74.40892827444807,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.96918476917989527}",25,0,-136.84008089214524,"{0: 11, 1: 5, 2: 8, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.96802244499087176}",30,0,-36.24835178422335,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.96686151475433624}",20,0,-161.5470105053125,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.96570197679854908}",20,0,-167.77480529326672,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.96454382945377537}",25,0,-182.21676975990368,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.96338707105228272}",20,14,4.267492365402706,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.9622316999283389}",20,15,1.5016448920551067,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.96107771441820922}",30,1,-112.87690097530742,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 2}",1
35,False,"{'a': 0.5, 'e': 0.95992511286015436}",20,0,-56.73158248810372,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.95877389359442788}",30,17,-99.21242350529616,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 2}",1
37,False,"{'a': 0.5, 'e': 0.95762405496327396}",20,0,-83.8122625434399,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
