trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 1.0, 'e': 0.9999}",25,13,-39.90835638897589,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
2,False,"{'a': 1.0, 'e': 0.99870083964011525}",25,0,-94.45173583198002,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
3,False,"{'a': 1.0, 'e': 0.99750311740961206}",20,0,-117.96075273526357,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
4,False,"{'a': 1.0, 'e': 0.99630683158377031}",20,0,-57.221165761364475,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
5,False,"{'a': 1.0, 'e': 0.9951119804399382}",20,0,-62.107778176345285,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
6,False,"{'a': 1.0, 'e': 0.99391856225752995}",20,0,-173.65434678001935,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
7,False,"{'a': 1.0, 'e': 0.99272657531802311}",20,10,-19.546897260627297,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
8,False,"{'a': 1.0, 'e': 0.99153601790495627}",20,0,-91.74565110481582,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
9,False,"{'a': 1.0, 'e': 0.99034688830392648}",20,0,-64.85774953383171,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
10,False,"{'a': 1.0, 'e': 0.98915918480258702}",25,0,-90.14026826812831,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
11,False,"{'a': 1.0, 'e': 0.98797290569064455}",20,0,-135.7564220506626,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
12,False,"{'a': 1.0, 'e': 0.98678804925985708}",30,0,-153.26773387576185,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 4}",0
13,False,"{'a': 1.0, 'e': 0.98560461380403097}",25,0,-233.3684691097729,"{0: 12, 1: 4, 2: 3, 3: 2, 4: 4}",0
14,False,"{'a': 1.0, 'e': 0.98442259761901907}",30,5,-73.40007720440525,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",1
15,False,"{'a': 1.0, 'e': 0.98324199900271791}",25,4,-63.31447486718234,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 0}",1
16,False,"{'a': 1.0, 'e': 0.9820628162550652}",20,0,-126.97525222757115,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
17,False,"{'a': 1.0, 'e': 0.98088504767803752}",20,0,-30.77208163577283,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
18,False,"{'a': 1.0, 'e': 0.97970869157564811}",25,0,-82.26588245387875,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
19,False,"{'a': 1.0, 'e': 0.97853374625394385}",20,0,-151.10302030229957,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
20,False,"{'a': 1.0, 'e': 0.97736021002100326}",20,0,-62.88846239062384,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
21,False,"{'a': 1.0, 'e': 0.97618808118693401}",25,0,-85.6827736251853,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
22,False,"{'a': 1.0, 'e': 0.97501735806387035}",25,0,-121.71697511263041,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
23,False,"{'a': 1.0, 'e': 0.97384803896597072}",25,0,-34.50313474958254,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
24,False,"{'a': 1.0, 'e': 0.97268012220941547}",25,0,-156.3122442555917,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
25,False,"{'a': 1.0, 'e': 0.97151360611240434}",25,0,-199.74708353185312,"{0: 12, 1: 5, 2: 3, 3: 2, 4: 3}",0
26,False,"{'a': 1.0, 'e': 0.97034848899515391}",20,0,-125.55617801315638,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
27,False,"{'a': 1.0, 'e': 0.96918476917989527}",25,0,-130.58434367981295,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
28,False,"{'a': 1.0, 'e': 0.96802244499087176}",25,0,-124.23615305734835,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
29,False,"{'a': 1.0, 'e': 0.96686151475433624}",30,0,-162.55897255889784,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 2}",0
30,False,"{'a': 1.0, 'e': 0.96570197679854908}",25,0,-174.78488311169838,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
31,False,"{'a': 1.0, 'e': 0.96454382945377537}",25,11,-59.32848470342664,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
32,False,"{'a': 1.0, 'e': 0.96338707105228272}",20,0,-36.83437155355634,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
33,False,"{'a': 1.0, 'e': 0.9622316999283389}",30,3,-97.38033231636064,"{0: 18, 1: 4, 2: 2, 3: 2, 4: 1}",1
34,False,"{'a': 1.0, 'e': 0.96107771441820922}",25,0,-168.29022792790028,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
35,False,"{'a': 1.0, 'e': 0.95992511286015436}",20,0,-162.0446732971586,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
36,False,"{'a': 1.0, 'e': 0.95877389359442788}",20,0,-127.26769103949427,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
37,False,"{'a': 1.0, 'e': 0.95762405496327396}",20,0,-60.23222383250664,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
38,False,"{'a': 1.0, 'e': 0.95647559531092463}",30,0,-148.69293942244994,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
39,False,"{'a': 1.0, 'e': 0.95532851298359778}",25,0,-82.97312719226717,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
